SeqNo,pm_name,pm_Longitude,pm_Latitude,pm_unit,pm_location
189,劍潭公園,121.5245980000,25.0801080000,圓山公園管理所,圓山飯店西側，中山北路四段
702,德惠公園,121.5315628100,25.0674896240,圓山公園管理所,吉林路461巷內
117,撫順公園,121.5219900000,25.0645790000,圓山公園管理所,中山北路三段大同公司前
713,興安公園,121.5417785600,25.0556793210,圓山公園管理所,遼寧街170巷
432,興亞公園,121.5316009500,25.0473804470,圓山公園管理所,長安東路二段36巷內
662,興國公園,121.5419410000,25.0531000000,圓山公園管理所,遼寧街116巷旁
464,遼寧公園,121.5423126200,25.0536003110,圓山公園管理所,遼寧街185巷口
281,錦北公園,121.5358276400,25.0604896550,圓山公園管理所,錦州街275號旁
686,錦州公園,121.5293197600,25.0606193540,圓山公園管理所,錦州街138號對面
123,龍江公園,121.5421600300,25.0598201750,圓山公園管理所,龍江路271巷
407,雙城公園,121.5240173300,25.0673103330,圓山公園管理所,"雙城街40,46及37,43巷口"
324,力行1號綠地,121.5388717700,25.0841007230,園藝工程隊(北區分隊),通北街65巷，大直圓山二村，力行新村附近
365,力行2號綠地,121.5379333500,25.0833492280,園藝工程隊(北區分隊),大直圓山二村，通北街118巷內
499,中山129號綠地,121.5396728500,25.0537204740,園藝工程隊(西區分隊),中山區復華里龍江路118號
547,中山161號綠地,121.5331573500,25.0780696870,園藝工程隊(北區分隊),北安路忠烈祠圓環
731,中山240號綠地,121.5495986900,25.0869693760,園藝工程隊(北區分隊),北安路自強隧道口右側
777,中山381號綠地,121.5472030600,25.0795993800,園藝工程隊(北區分隊),北安路538巷口
88,中山411號綠地,121.5564498900,25.0832901000,園藝工程隊(北區分隊),"敬業三路旁,基隆河截彎取直範圍內"
450,中山412號綠地,121.5564575200,25.0823001860,園藝工程隊(北區分隊),"敬業三路旁,基隆河截彎取直範圍內"
776,中山413號綠地,121.5561981200,25.0833206180,園藝工程隊(北區分隊),"敬業三路旁,基隆河截彎取直範圍內"
166,中山414號綠地,121.5561676000,25.0812606810,園藝工程隊(北區分隊),"敬業三路旁,基隆河截彎取直範圍內"
87,中山415號綠地,121.5526275600,25.0801200870,園藝工程隊(北區分隊),"樂群二路旁,基隆河截彎取直範圍內"
312,中山416號綠地,121.5537719700,25.0800704960,園藝工程隊(北區分隊),"樂群二路旁,基隆河截彎取直範圍內"
656,中山417號綠地,121.5552597000,25.0800704960,園藝工程隊(北區分隊),"樂群二路旁,基隆河截彎取直範圍內"
698,中山418號綠地,121.5573730500,25.0800590520,園藝工程隊(北區分隊),"樂群二路旁,基隆河截彎取直範圍內"
158,中山419號綠地,121.5593414300,25.0800399780,園藝工程隊(北區分隊),"樂群二路旁,基隆河截彎取直範圍內"
422,中山420號綠地,121.5609970100,25.0800495150,園藝工程隊(北區分隊),"樂群二路旁,基隆河截彎取直範圍內"
342,中山421號綠地,121.5621719400,25.0803794860,園藝工程隊(北區分隊),"樂群二路旁,基隆河截彎取直範圍內"
217,中山422號綠地,121.5527420000,25.0798606870,園藝工程隊(北區分隊),"樂群二路旁,基隆河截彎取直範圍內"
321,中山423號綠地,121.5538024900,25.0798397060,園藝工程隊(北區分隊),"樂群二路旁,基隆河截彎取直範圍內"
727,中山424號綠地,121.5549163800,25.0798397060,園藝工程隊(北區分隊),"樂群二路旁,基隆河截彎取直範圍內"
537,中山425號綠地,121.5558166500,25.0798397060,園藝工程隊(北區分隊),"樂群二路旁,基隆河截彎取直範圍內"
608,中山426號綠地,121.5622177100,25.0801105500,園藝工程隊(北區分隊),"樂群二路旁,基隆河截彎取直範圍內"
220,長春綠地,121.5380096400,25.0529003140,園藝工程隊(西區分隊),中山區復華里南京東路3段89巷27弄
307,中山4號廣場,121.5205230700,25.0526103970,園藝工程隊(西區分隊),中山區康樂里中山北路2段41號
239,九華公園,121.5613784800,25.0885906220,花卉試驗中心,內湖路一段91巷39弄35-1號
515,下灣公園,121.5906982400,25.0668106080,花卉試驗中心,內湖成功路二段189號旁
20,上灣公園,121.5958404500,25.0654602050,花卉試驗中心,民權東路六段210巷43號旁
670,大坑公園,121.5987060000,25.0690370000,花卉試驗中心,民權東路六段191巷50號對面
818,大港墘公園,121.5729968000,25.0774149000,花卉試驗中心,台北市內湖區港墘里瑞光路393號
301,大湖公園,121.6026950000,25.0829760000,花卉試驗中心,成功路五段31號
398,山腳公園,121.5799026500,25.0840892790,花卉試驗中心,環山路三段18號對面
433,五分公園,121.6147918700,25.0671195980,花卉試驗中心,安康路448號對面
102,內湖125號公園,121.6112594600,25.0646991730,花卉試驗中心,南湖大橋東側與中山高速公路南側
218,文心公園,121.5841827400,25.0654506680,花卉試驗中心,新湖二路及新湖三路交接處
599,文湖公園,121.5609930000,25.0874270000,花卉試驗中心,內湖路1段91巷35弄40號對面
242,文德3號公園,121.5771179200,25.0750904080,花卉試驗中心,內湖文德路50號至江南街71巷16弄
598,文德二號公園,121.5837402300,25.0778598790,花卉試驗中心,文德路208巷旁
65,仙樹公園,121.5690002400,25.0856094360,花卉試驗中心,環山路1段59巷14弄2號對面
773,北勢湖公園,121.5616836500,25.0837497710,花卉試驗中心,內湖路一段66號旁(環保公園)
108,安泰公園,121.6186370800,25.0740890500,花卉試驗中心,安泰街45巷11弄旁
680,安康公園(下),121.6106185900,25.0672092440,花卉試驗中心,康寧路三段220號南湖高中旁
51,安康公園(上),121.6123809800,25.0671291350,花卉試驗中心,康寧路三段245巷42號前
424,安湖三號公園,121.6156921400,25.0704193120,花卉試驗中心,東湖路113巷49弄5號前
127,安湖公園,121.6154174800,25.0740203860,花卉試驗中心,東湖路113巷141號前
28,行善公園,121.5755767800,25.0532608030,花卉試驗中心,南京東路六段32號旁
643,西安公園,121.5674819900,25.0874500270,花卉試驗中心,環山路一段136巷10弄10號對面
706,西安廣場,121.5608520500,25.0867595670,園藝工程隊(東區分隊),臺北市內湖區文湖街21巷20號對面
612,西康二號公園,121.5639267000,25.0849800110,花卉試驗中心,內湖路1段203巷25號
690,西康公園,121.5643920900,25.0831203460,花卉試驗中心,內湖路一段217巷旁
600,西湖公園,121.5703887900,25.0836105350,花卉試驗中心,內湖路一段387巷3弄5-11號旁(恕德家商旁)
81,扶輪親恩公園,121.5797500600,25.0667095180,花卉試驗中心,民權東路六段30號旁
7,明美公園,121.5861969000,25.0622196200,花卉試驗中心,南京東路六段北側（羊稠小段五期重劃區）
95,東湖一號公園,121.6121368400,25.0755996700,花卉試驗中心,康寧路三段189巷163弄17號前
530,東湖二號公園,121.6109237700,25.0738906860,花卉試驗中心,康寧路三段99巷39弄27號前
588,東湖四號公園,121.6180801400,25.0704498290,花卉試驗中心,康樂街110巷16弄20號(康樂派出所前)
498,金瑞公園,121.5879516600,25.0879592900,花卉試驗中心,金龍路213巷1弄28號前
704,金龍公園,121.5907990100,25.0854321800,花卉試驗中心,金龍路112巷旁(碧湖國小旁)
185,長青公園,121.5817413300,25.0809803010,花卉試驗中心,內湖路二段103巷34號旁
247,南湖一號公園,121.6110916100,25.0691394810,花卉試驗中心,康寧路三段180巷22號對面(環保公園)
318,洲子1號公園,121.5643386800,25.0795707700,花卉試驗中心,臺北市內湖堤頂大道、基湖路交叉口（環保公園、六期重劃）
468,美善公園,121.5785827600,25.0569992070,花卉試驗中心,行善路59巷20弄2號旁
831,畚箕湖公園,121.5600640000,25.0894360000,花卉試驗中心,文湖街21巷84至90號對面
489,康湖二號公園,121.6088000000,25.0740420000,花卉試驗中心,成功路五段450巷23弄23號旁
759,康湖公園,121.6087265000,25.0746803280,花卉試驗中心,成功路五段420巷30號旁
732,康寧公園,121.6095886200,25.0689105990,花卉試驗中心,民權東路六段296巷121號對面
651,清白公園,121.5952835100,25.0816993710,花卉試驗中心,成功路四段167巷16號對面（康寧國小旁）
112,港都公園,121.5752334600,25.0827198030,花卉試驗中心,港華街40號旁(麗山國中後)
383,港華一號公園,121.5735860000,25.0877340000,花卉試驗中心,環山路二段50巷2號旁
369,港華二號公園,121.5738372800,25.0877895360,花卉試驗中心,環山路二段50巷11號旁
541,港華三號公園,121.5750579800,25.0866909030,花卉試驗中心,環山路二段68巷14號麗山活動中心旁
652,港華六號公園,121.5746231100,25.0842609410,花卉試驗中心,港華街85巷21號前
315,港華四號公園,121.5752792400,25.0865306850,花卉試驗中心,環山路二段68巷14號對面
688,港墘公園,121.5764370000,25.0809780000,花卉試驗中心,內湖路一段667巷9號之1
552,游美公園,121.5971984900,25.0645999910,花卉試驗中心,民權東路六段206巷143弄底
302,湖山9號公園,121.6035003700,25.0852203370,花卉試驗中心,大湖山莊街42-56號間
767,湖山八號公園,121.6032714800,25.0839195250,花卉試驗中心,大湖山莊街25號旁
551,湖山三號公園,121.6044693000,25.0871601100,花卉試驗中心,大湖山莊街65巷北側
93,湖山五號公園,121.6008377100,25.0815792080,花卉試驗中心,大湖街158巷39號旁
466,湖山六號公園,121.6018600500,25.0830993650,花卉試驗中心,大湖街166巷24號對面(大湖派出所後方)
607,湖山四號公園,121.6007537800,25.0827007290,花卉試驗中心,大湖街160巷18弄2號對面
230,湖元公園,121.5870208700,25.0682296750,花卉試驗中心,民權東路六段120巷3弄1號對面
829,湖畔公園,121.6014730000,25.0882470000,花卉試驗中心,大湖山莊街177巷1號對面
711,湖聖公園,121.5917663600,25.0697708130,花卉試驗中心,民權東路六段123巷20弄23號前
94,湖興公園,121.5895919800,25.0669307710,花卉試驗中心,成功路二段312巷62號對面
260,湖寶公園,121.5995636000,25.0666008000,花卉試驗中心,民權東路六段228號西側
593,週美綠地,121.5819015500,25.0564002990,園藝工程隊(東區分隊),臺北市內湖區新明路298巷以西至基隆河堤防
49,陽光公園,121.5867190000,25.0767360000,花卉試驗中心,陽光街68巷口北側
646,新明公園,121.5788116500,25.0541305540,花卉試驗中心,新明路428巷13號對面
54,煙波庭公園,121.5992507900,25.0863399510,花卉試驗中心,大湖街131巷18弄61號對面
428,瑞光公園,121.5776825000,25.0711803440,花卉試驗中心,瑞光路132巷旁內（六期重劃區）
430,瑞湖公園,121.5768890400,25.0693092350,花卉試驗中心,民權東路六段19巷底
293,瑞陽公園,121.5793520000,25.0775100000,花卉試驗中心,文德路22巷10號對面
207,碧山公園,121.5919570900,25.0870800020,花卉試驗中心,內湖路三段60巷10號前
488,碧湖公園,121.5842895500,25.0821895600,花卉試驗中心,內湖路二段175號，國立臺灣戲曲學院旁
703,福壽公園,121.5965576200,25.0798091890,花卉試驗中心,星雲街150巷18號旁
533,翠湖公園,121.6021070000,25.0862600000,花卉試驗中心,大湖山莊街117號至147號後面
619,樂活公園,121.6188140000,25.0682440000,花卉試驗中心,康樂街61巷15弄旁
482,樂康公園,121.6206970200,25.0700702670,花卉試驗中心,康樂街61巷73弄24號對面
329,環東公園,121.5429306000,25.0437297820,花卉試驗中心,南京東路六段北側與堤頂大道交叉口
259,麗湖公園,121.5992820000,25.0735390000,花卉試驗中心,金湖路363巷67弄63號對面(四期重劃)
832,寶湖公園,121.5985140000,25.0673280000,花卉試驗中心,民權隧道西側(民權東路六段)
487,內湖110號綠地,121.5800705000,25.0712299350,園藝工程隊(東區分隊),臺北市內湖區瑞光路112巷及76巷旁(六期重劃)
30,內湖117號綠地,121.6018524200,25.0832691190,園藝工程隊(東區分隊),臺北市內湖區大湖山莊街與成功路5段交叉口、大湖設區國宅
569,內湖119號安興綠地,121.5836715700,25.0576992030,園藝工程隊(東區分隊),位於南京東路6段北側，安興街南側
125,文德1號綠地,121.5842132600,25.0785903930,園藝工程隊(東區分隊),臺北市內湖區文德路1號-91號間
52,石潭公園,121.5932083100,25.0631198880,花卉試驗中心,內湖成功路二段東側（麥帥公路兩側）
765,康樂綠地,121.6206131000,25.0749092100,園藝工程隊(東區分隊),臺北市內湖區康樂街191巷旁
724,港華5號綠地,121.5742874100,25.0854492190,園藝工程隊(東區分隊),臺北市內湖區環山路2段62號對面
573,湖興綠地,121.5908966100,25.0689392090,園藝工程隊(東區分隊),臺北市內湖區成功路2段312巷27號旁
140,紫陽綠地,121.5867996200,25.0764102940,花卉試驗中心,臺北市內湖區陽光街55號、內湖高中後面
763,潭美公園,121.5816803000,25.0570106510,花卉試驗中心,新明路298巷16弄起至成功路2段潭美國小旁
75,麗湖綠地,121.6005090000,25.0733740000,花卉試驗中心,金湖路363巷51弄口
85,治磐廣場,121.5663070700,25.0827293400,園藝工程隊(東區分隊),臺北市內湖區內湖路1段285巷8弄2號旁
390,港富廣場,121.5781173700,25.0802993770,園藝工程隊(東區分隊),臺北市內湖區內湖路1段715巷旁
55,灣仔廣場,121.5908966100,25.0689392090,園藝工程隊(東區分隊),臺北市內湖區成功路2段324巷4號旁
291,大同公園,121.5120010400,25.0679798130,圓山公園管理所,延平北路三段99巷
478,大稻埕公園,121.5103683500,25.0586605070,圓山公園管理所,歸綏街241號隔壁
314,大龍公園,121.5155792200,25.0702400210,圓山公園管理所,大龍街244號旁
442,玉泉公園,121.5076522800,25.0499305730,圓山公園管理所,西寧北路28號
556,至聖公園,121.5176925700,25.0711898800,圓山公園管理所,承德路三段210號
114,忠和公園,121.5086135900,25.0578804020,圓山公園管理所,歸綏街250巷
461,哈密公園,121.5155940145,25.0748460039,圓山公園管理所,哈密街59巷
287,建成公園,121.5182266200,25.0540905000,圓山公園管理所,承德路二段35號旁
304,迪化公園,121.5120086700,25.0711097720,圓山公園管理所,迪化街二段243巷
838,國順公園,121.5100250000,25.0662220000,圓山公園管理所,大同區昌吉街131巷西側
341,景化公園,121.5127410900,25.0653591160,圓山公園管理所,伊寧街9巷
486,朝陽公園,121.5131300000,25.0559500000,圓山公園管理所,重慶北路2段70巷旁
271,塔城公園,121.5108032200,25.0507202150,圓山公園管理所,塔城街7號旁
340,蔣渭水紀念公園,121.5167770400,25.0597095490,圓山公園管理所,錦西街51號對面
972,樹德公園,121.5162811300,25.0667991640,圓山公園管理所,大龍街、大同區行政大樓旁
120,歸綏戲曲公園,121.5130920400,25.0579700470,圓山公園管理所,重慶北路2段與歸綏街口
381,蘭州公園,121.5153808600,25.0639591220,圓山公園管理所,蘭州街89巷
193,大同249綠地,121.5114593500,25.0774307250,園藝工程隊(西區分隊),大同區老師里迪化街364巷西北側
525,大同250綠地,121.5098571800,25.0772209170,園藝工程隊(西區分隊),大同區老師里迪化街364巷東南側
517,大同251綠地,121.5118484500,25.0783805850,園藝工程隊(西區分隊),大同區老師里環河北路敦煌路口三角綠地
491,敦煌1號綠地,121.5162887600,25.0747509000,園藝工程隊(西區分隊),大同區重慶里重慶北路3段交流道旁
720,敦煌2號綠地,121.5164413500,25.0769691470,園藝工程隊(西區分隊),大同區老師里敦煌路125號慶昌橋旁
415,大同16號廣場,121.5086135900,25.0563793180,園藝工程隊(西區分隊),大同區永樂里環河北路與民生西路口
510,大稻埕廣場,121.5095367400,25.0550003050,園藝工程隊(西區分隊),大同區永樂里永昌街與迪化街口之霞海城隍廟前
78,六藝廣場,121.5150528000,25.0746898650,園藝工程隊(西區分隊),大同區保安里孔廟西北側及保安宮南側道路
211,太原廣場,121.5166397100,25.0474796300,園藝工程隊(西區分隊),大同區建明里鄭州路與太原路口左右兩側廣場
739,永樂廣場,121.5096588100,25.0546607970,園藝工程隊(西區分隊),大同區永樂里迪化街永樂市場
377,保安廣場,121.5189285300,25.0705509190,園藝工程隊(西區分隊),大同區保安里庫倫街55巷旁(北側)
794,建成圓環,121.5142952000,25.0527604000,園藝工程隊(西區分隊),南京西路與重慶北路口東南側
97,八德公園,121.5457077000,25.0469303130,圓山公園管理所,八德路二段366巷21之1號前
966,三民公園,121.5669632000,25.0613803860,圓山公園管理所,三民路，撫遠街298號
325,三民公園A,121.5669632000,25.0613803860,圓山公園管理所,三民路，撫遠街298號
493,中華公園,121.5524840000,25.0535270000,圓山公園管理所,健康路15巷口
788,民有一號公園,121.5474014300,25.0607700350,圓山公園管理所,敦化北路244巷31號前
288,民有二號公園,121.5463180500,25.0596408840,圓山公園管理所,民生東路三段113巷14號前
659,民有三號公園,121.5476226800,25.0586204530,圓山公園管理所,民生東路三段127巷14號前
874,民福綠地,121.5487900000,25.0627600000,圓山公園管理所,民族東路763號對面
957,民權公園,121.5591735800,25.0619106290,圓山公園管理所,富錦街359巷2弄，民權國小旁
373,吉仁公園,121.5534820600,25.0478096010,圓山公園管理所,八德路3段、延吉街口
570,吉祥公園,121.5640487700,25.0505332950,圓山公園管理所,八德路四段245巷52弄至56弄間
155,安平公園,121.5644912700,25.0530204770,圓山公園管理所,南京東路五段251巷32弄8號旁
161,西松公園,121.5641326900,25.0536899570,圓山公園管理所,三民路、健康路口
459,延壽一號公園,121.5563507100,25.0576305390,圓山公園管理所,光復北路165巷17號前
47,延壽二號公園,121.5527572600,25.0573501590,圓山公園管理所,民生東路四段56巷3弄20號前
650,延壽三號公園,121.5518035900,25.0568695070,圓山公園管理所,敦化北路199巷5號前
796,松基公園,121.5454450000,25.0553690000,圓山公園管理所,興安街174巷旁
860,松榮公園,121.5551070000,25.0602080000,圓山公園管理所,光復北路及富錦街交接處
409,長壽公園,121.5589218100,25.0533695220,圓山公園管理所,健康路174號旁
380,美仁一號公園,121.5534591700,25.0501499180,圓山公園管理所,南京東路四段52巷14號前
22,美仁二號公園,121.5534210200,25.0494995120,圓山公園管理所,八德路三段99巷12～18號前
137,健康公園,121.5688705400,25.0541191100,圓山公園管理所,健康路、松山變電所旁
719,婦聯公園,121.5597305300,25.0546894070,圓山公園管理所,延壽街330巷20弄
506,富民生態公園,121.5643386800,25.0601501460,圓山公園管理所,新東街41之7號
226,富錦一號公園,121.5590286300,25.0588893890,圓山公園管理所,民生東路五段69巷2弄旁
110,富錦二號公園,121.5596237200,25.0596103670,圓山公園管理所,民生東路5段69巷2弄27號旁
445,富錦三號公園,121.5588989300,25.0602397920,圓山公園管理所,民生東路5段69巷4弄11號旁、富錦街374號
532,富錦五號公園,121.5535430900,25.0588493350,圓山公園管理所,民生東路四段97巷4弄20號旁
396,富錦六號公園,121.5529022200,25.0582103730,圓山公園管理所,民生東路四段105號旁
92,復盛公園,121.5614700300,25.0474796300,圓山公園管理所,市民大道五段99號、八德路四段106巷
169,復源公園,121.5544815100,25.0464897160,圓山公園管理所,光復南路22巷至32巷間
346,敦中公園,121.5458908100,25.0499000550,圓山公園管理所,敦化北路4巷31號邊
253,敦化公園,121.5504837000,25.0464096070,圓山公園管理所,八德路三段12巷52弄2之1號邊
716,敦北公園,121.5515670800,25.0612297060,圓山公園管理所,敦化北路、民權東路口
100,新中公園,121.5608673100,25.0605201720,圓山公園管理所,新中街、富錦街口
40,新東公園,121.5683670000,25.0587997440,圓山公園管理所,民生東路五段、撫遠街口
444,寧安公園,121.5548706100,25.0503501890,圓山公園管理所,寧安街50巷、育達商職第二校區前
389,精忠2號公園,121.5528488200,25.0563907620,圓山公園管理所,民生東路四段80巷旁
694,精忠公園,121.5521698000,25.0593395230,圓山公園管理所,民生東路四段97巷6弄2號旁
462,慶城公園 A,121.5463867200,25.0532703400,圓山公園管理所,慶城街16巷、南京東路3段303巷
144,撫遠公園,121.5669479400,25.0644493100,圓山公園管理所,撫遠街367巷至389巷底
107,舊宗1號公園 ( 新東農園 ),121.5688629200,25.0619506840,圓山公園管理所,撫遠街，撫遠街抽水站旁
337,舊宗2號公園,121.5699996900,25.0549106600,圓山公園管理所,撫遠街，松山抽水站兩側
225,鵬程公園,121.5686721800,25.0555191040,圓山公園管理所,健康路325巷6弄底
606,寶清公園,121.5676422100,25.0521202090,圓山公園管理所,寶清街85號對面
353,松山121號綠地三民圓環,121.5625686600,25.0591602330,園藝工程隊(東區分隊),臺北市松山區民生東路五段三民路口
104,大理公園,121.4936599700,25.0341396330,青年公園管理所,環河南路二段125巷口
636,寺前公園,121.4992065400,25.0335407260,青年公園管理所,西園路一段282-2號(萬華火車站新站旁)
311,老松公園,121.5027389500,25.0385208130,青年公園管理所,桂林路與永福街之間(老松國小對面)
133,西園公園,121.4965362500,25.0263900760,青年公園管理所,東園街67巷及73巷之間(西園國小對面)
813,孝德公園,121.4942500000,25.0241240000,青年公園管理所,臺北市萬華區寶興街140巷17弄
156,和平青草園(原萬華402號公園),121.4972076400,25.0326595310,青年公園管理所,西園路一段與艋舺大道交叉口
26,東園公園,121.4952468900,25.0209503170,青年公園管理所,萬大路424巷及486巷68弄之間
584,長沙公園,121.4999237100,25.0415000920,青年公園管理所,環河南路一段、長沙街二段交口
695,長順公園,121.4890289300,25.0318508150,青年公園管理所,長順街46巷旁
511,青山公園,121.4983062700,25.0393695830,青年公園管理所,華西街8號旁
590,保德公園,121.4974670400,25.0227909090,青年公園管理所,東園街154巷旁
775,柳鄉公園,121.4954376200,25.0372600560,青年公園管理所,環河南路二段100巷內
611,桂林公園,121.4968185400,25.0389099120,青年公園管理所,環河南路二段與桂林路交口
697,華江一號公園,121.4941101100,25.0358905790,青年公園管理所,和平西路三段309巷與環河南路二段158巷間
203,華江二號公園,121.4940850000,25.0358640000,青年公園管理所,環河南路二段154、156、158巷間
735,華江八號公園,121.4926834100,25.0340595250,青年公園管理所,環河南路二段250巷28弄旁
371,華西公園,121.4986572300,25.0386695860,青年公園管理所,華西街21巷內(桂林路與華西街口)
386,新糖廍公園(糖廍文化園區),121.4946462926,25.0335490551,青年公園管理所,大理街160巷旁
99,萬華51號公園,121.5029220600,25.0359401700,園藝工程隊(西區分隊),萬華區富福里西園路1段與大理街交叉口
766,壽德公園,121.5011367800,25.0244293210,青年公園管理所,萬青街118巷旁
502,福星公園,121.5059127800,25.0460700990,青年公園管理所,漢口街與昆明街交叉口
594,綠堤公園,121.4928970300,25.0332107540,青年公園管理所,環河南路二段159巷邊
772,聚德公園,121.4947204600,25.0348892210,青年公園管理所,大理街175巷及和平西路三段286巷1弄間
507,艋舺公園,121.4999117105,25.0360378506,青年公園管理所,"廣州街,西園路交叉口.(原龍山寺公園)"
623,糖廍公園,121.4946526053,25.0343931129,青年公園管理所,大理街175巷內
320,錦德公園,121.4923629800,25.0233001710,青年公園管理所,德昌街與西園路二段281巷交叉口
443,萬華266號綠地,121.5030975300,25.0391597750,園藝工程隊(西區分隊),萬華區菜園里康定路與貴陽街2段交叉口
405,西本願寺（萬華406號）廣場,121.5070800800,25.0403003690,園藝工程隊(西區分隊),臺北市中華路1段及長沙街2段交會處
374,二二八和平公園,121.5142970000,25.0422860000,青年公園管理所,凱達格蘭大道3號
465,中央藝文公園,121.5268560000,25.0462720000,青年公園管理所,北平東路30號前
344,介壽公園,121.5146331800,25.0392608640,青年公園管理所,凱達格蘭大道西側，總統府前
420,文光公園,121.5308532700,25.0390396120,青年公園管理所,仁愛路二段65巷1弄口
37,文盛公園,121.5321197500,25.0161705020,青年公園管理所,羅斯福路三段284巷1號前
882,水源町公園,121.5346044020,25.0118701542,園藝工程隊(隊部),臺北市中正區汀州路三段104巷40弄6號
