SeqNo,pm_name,pm_Longitude,pm_Latitude,pm_unit,pm_location
157,七虎公園,121.5020599400,25.1364994050,陽明山公園管理所,育仁路108號（薇閣小學旁）
402,七星公園,121.5030212400,25.1366195680,陽明山公園管理所,光明路、中山路交叉口（新北投捷運站）
251,八仙公園,121.5029160000,25.1202860000,陽明山公園管理所,公館路423巷8弄
542,大豐公園,121.5037307700,25.1319408420,陽明山公園管理所,公館路13號旁
905,中央簡易公園,121.4999237100,25.1280994420,陽明山公園管理所,大興街與中央南路二段6巷口
446,中庸1號公園,121.5012435900,25.1380405430,陽明山公園管理所,位於北投區中庸里雙全街50號對面
523,丹鳳公園,121.5109787000,25.1264801030,陽明山公園管理所,公館路255巷19弄旁
267,公館公園,121.5064315800,25.1279907230,陽明山公園管理所,奇岩新社區(公三)
368,天狗庵遺址,121.5066680900,25.1359291080,陽明山公園管理所,溫泉路73巷(天狗庵舊址)
467,文化1號公園,121.4964620000,25.1365350000,陽明山公園管理所,位於北投區文化里中央北路二段文化國小對面
522,文化2號公園,121.4968414300,25.1364307400,陽明山公園管理所,位於北投區文化里中央北路一段228巷
268,文化3號公園,121.4947128300,25.1376991270,陽明山公園管理所,中央北路二段68巷進入(42巷11弄旁)
835,北投258號綠地(承德4號),121.5124500000,25.1019000000,園藝工程隊(北區分隊),承德路六段與福國路交叉口，北投士林科技園區(綠4，區段徵收)
875,北投2號公園,121.5082210000,25.1370500000,陽明山公園管理所,中山路2號
786,北投公園,121.5047302200,25.1365604400,陽明山公園管理所,北投區中山路、光明路所圍範圍
857,北投社三層崎公園,121.4911560000,25.1457400000,陽明山公園管理所,北投區秀山路50號旁
579,石牌公園,121.5103607200,25.1163597110,陽明山公園管理所,石牌路一段39巷內
44,立農公園,121.5035095200,25.1187896730,陽明山公園管理所,承德路七段378號
760,吉利公園,121.5083694500,25.1190109250,陽明山公園管理所,位於北投區立農里吉利街179號旁
330,同德公園,121.5294494600,25.1250705720,陽明山公園管理所,位於北投區永欣里同德街27巷19號對面
509,地熱谷公園,121.5109787000,25.1375598910,陽明山公園管理所,臺北市北投區中山路30-1號(中山路與溫泉路交口)
228,行義公園,121.5252304100,25.1253890990,陽明山公園管理所,石牌路二段343巷8號
360,奇岩1號公園,121.5036980000,25.1283390000,陽明山公園管理所,臺北市北投區磺港路208號(奇岩新社區公一)
214,奇岩二號公園,121.5036926300,25.1264991760,陽明山公園管理所,臺北市北投區216號(奇岩新社區公二)
261,奇岩三號公園,121.5052185100,25.1259803770,陽明山公園管理所,奇岩新社區(公四)
483,東華公園,121.5070724500,25.1218395230,陽明山公園管理所,東華街二段300巷19號對面
29,林泉公園,121.5148200000,25.1413300000,陽明山公園管理所,溫泉路168號旁
141,知行公園,121.4666519200,25.1197299960,陽明山公園管理所,位於北投區關渡里知行路225巷
907,長安公園,121.5001602200,25.1355590820,陽明山公園管理所,育仁路109號對面(薇閣國小旁)
597,前山公園,121.5484437000,25.1505765240,花卉試驗中心,臺北市北投區建國街4號旁及紗帽路117號對面
585,建民公園,121.5198090000,25.1047440000,陽明山公園管理所,文林北路16巷7號對面
171,泉源47號公園,121.5124588000,25.1420993800,陽明山公園管理所,泉源路80號對面山腳下
142,泉源48號公園,121.5071563700,25.1419391630,陽明山公園管理所,北投珠海路120號附近
871,洲美(公4)公園,121.5063470000,25.1000890000,陽明山公園管理所,洲美街122號
572,洲美蜆仔港公園,121.5111863500,25.1009971140,陽明山公園管理所,台北市士林區承德路六段329號
676,致遠公園,121.5150528000,25.1112709050,陽明山公園管理所,位於北投區榮光里致遠一路二段自強市場旁
84,重三公園,121.4892883300,25.1401596070,陽明山公園管理所,新興路與重三路交叉口(重三新村八期重劃)政校後勤區
745,振華公園,121.5188522300,25.1151695250,陽明山公園管理所,位於北投區振華里振華街24號對面
701,振興公園,121.5230407700,25.1182193760,陽明山公園管理所,天母西路與磺溪交叉口
50,桂花公園,121.5102233900,25.1379108430,陽明山公園管理所,中山路5-7號(林泉里辦公處旁)
174,桃源公園,121.4827575700,25.1380691530,陽明山公園管理所,中央北路三段148巷底
674,健行公園,121.5088272100,25.1212100980,陽明山公園管理所,位於北投區東華里致遠三路147巷二弄內
59,崇仰公園,121.5110600000,25.1260900000,陽明山公園管理所,崇仰一路、公館路225巷底
576,清江1公園,121.5024795500,25.1239109040,陽明山公園管理所,位於北投區清江里崇仁路一段154號對面
742,清江二公園,121.5018920900,25.1236801150,陽明山公園管理所,位於北投區清江里崇仁路1段154號旁
797,軟橋公園,121.5176130000,25.1031020000,陽明山公園管理所,台北市北投區文林北路5巷58號
906,復興公園,121.5032272300,25.1396903990,陽明山公園管理所,北投中和街200號
514,開明公園,121.5053176900,25.1411304470,陽明山公園管理所,珠海路112號附近
497,陽明公園,121.5390111560,25.1590167547,花卉試驗中心,臺北市北投區湖山路二段
113,新興公園,121.4870300000,25.1393400000,陽明山公園管理所,新興路145號旁(六期重劃)
43,溫泉綠地,121.5123420000,25.1389330000,陽明山公園管理所,溫泉路137號旁
769,聖景一公園,121.4635100000,25.1204500000,陽明山公園管理所,聖景路100號內
661,聖景二公園,121.4638100000,25.1203800000,陽明山公園管理所,聖景路101號旁
11,聖景三公園,121.4638200000,25.1204600000,陽明山公園管理所,聖景路100號內
566,榮光公園,121.5142900000,25.1147200000,陽明山公園管理所,位於北投區榮光里石牌路1段石牌國中對面
747,榮富公園,121.5247268700,25.1142292020,陽明山公園管理所,榮華三路及磺溪旁(過天母橋)
908,榮華公園,121.5219879200,25.1105499270,陽明山公園管理所,明德路150巷3弄
867,福星(公1)公園,121.5123260000,25.1088280000,陽明山公園管理所,文林北路255號
279,稻中公園,121.4892807000,25.1386299130,陽明山公園管理所,中央北路二段334號旁(政校後勤區)
723,稻香公園,121.4885788000,25.1409492490,陽明山公園管理所,位於北投區稻香里新興路72號對面
975,線形公園(一德里),121.4716190000,25.1297960000,陽明山公園管理所,北投區中央北路四段372號對面
976,線形公園(中央北路3段),121.4824400000,25.1368700000,陽明山公園管理所,中央北路三段164號對面
866,線形公園-芝山明德段,121.5171399980,25.1123725020,園藝工程隊(北區分隊),北投區線形公園東華街一段
272,學園公園,121.4663467400,25.1282691960,陽明山公園管理所,學園路、藝術大學門口旁
904,磺港公園,121.5044600000,25.1305120000,陽明山公園管理所,磺港路大興街交口
128,豐年公園,121.4966583300,25.1360092160,陽明山公園管理所,位於北投區豐年里中央北路大業路口
480,關渡公園,121.4636900000,25.1197300000,陽明山公園管理所,知行路210巷底
648,觀海公園,121.4634475700,25.1235809330,陽明山公園管理所,中央北路4段601巷附近
232,嗄嘮別公園,121.4844207800,25.1403503420,陽明山公園管理所,中央北路三段、桃源國小東北側
456,大業綠地(北投163號),121.4905395500,25.1362400050,園藝工程隊(北區分隊),大業路西側大度路口起延伸至大業路517巷旁田埂路
602,中和綠地,121.4988021900,25.1418800350,園藝工程隊(北區分隊),中和街363號附近
370,天溪綠地,121.5301000000,25.1351900000,陽明山公園管理所,行義路58巷33號附近
574,文化綠地,121.4984060000,25.1374490000,園藝工程隊(北區分隊),大業路、永興路一段交叉口
138,北投106號綠地,121.5209045457,25.1110820768,園藝工程隊(北區分隊),建明路165之1及明德路旁(石牌綠地系統)
540,北投120號綠地,121.5011150000,25.1201320000,園藝工程隊(北區分隊),承德路七段400號前(公館路至磺港溪間)
295,北投121號綠地,121.5049896200,25.1166400910,園藝工程隊(北區分隊),承德路七段214號前東側
181,北投122號綠地,121.5089263900,25.1130695340,園藝工程隊(北區分隊),承德路七段168號旁前東側
531,北投123號綠地,121.5038490000,25.1171350000,園藝工程隊(北區分隊),承德路七段前西側(尊賢街267巷口對面起迄立農公園對面)
520,北投124號綠地,121.5063290000,25.1148650000,園藝工程隊(北區分隊),承德路六段到承德路七段(福國路口起迄立賢西路口間)前西側
234,北投135號綠地,121.5103073100,25.1118392940,園藝工程隊(北區分隊),承德路七段上(32巷至石牌路一段間)
176,北投138號綠地,121.5027389500,25.1144199370,園藝工程隊(北區分隊),承德路七段右側，立賢路南側
457,北投139號綠地,121.5031280500,25.1150207520,園藝工程隊(北區分隊),承德路七段右側，立賢路北側
68,北投160號綠地,121.4965860000,25.1353160000,園藝工程隊(北區分隊),大業路二段533-545號前
410,北投161號綠地 (田心仔綠地),121.4949264500,25.1351394650,園藝工程隊(北區分隊),中央北路二段257巷東側，大業路525巷6弄旁
397,北投164號綠地,121.4959793100,25.1334495540,園藝工程隊(北區分隊),大業路東側，十信工高旁
135,北投165號綠地,121.4962387100,25.1317596440,園藝工程隊(北區分隊),大業路452巷
351,北投166號綠地,121.4968719500,25.1305103300,園藝工程隊(北區分隊),大業路東側
58,北投167號綠地,121.4977070000,25.1284050000,園藝工程隊(北區分隊),大業路400號東側
139,北投168號綠地,121.4991912800,25.1243705750,園藝工程隊(北區分隊),大業路50號東側
14,北投169號綠地,121.4995330000,25.1207200000,園藝工程隊(北區分隊),大度路一段，承德路口南側
305,北投181號一德綠地,121.4647674600,25.1239395140,園藝工程隊(北區分隊),大度路三段，中央北路四段(萬善宮旁)
622,北投182號綠地,121.4677276600,25.1233997340,園藝工程隊(北區分隊),大度路三段274號北側
352,北投183號綠地,121.4718627900,25.1230106350,園藝工程隊(北區分隊),大度路三段北側
632,北投185號綠地,121.4649870000,25.1234250000,園藝工程隊(北區分隊),大度路三段南側(關渡派出所後)
729,北投186號綠地,121.4665298500,25.1230297090,園藝工程隊(北區分隊),大度路三段南側，知行路314號旁
471,北投187號綠地,121.4682922400,25.1229095460,園藝工程隊(北區分隊),大度路三段南側
435,北投188號綠地,121.4705581700,25.1227493290,園藝工程隊(北區分隊),大度路三段南側
417,北投191號綠地,121.4808425900,25.1224899290,園藝工程隊(北區分隊),大度路二段北側
246,北投192號綠地,121.4809112500,25.1220893860,園藝工程隊(北區分隊),大度路二段南側
501,北投203號綠地,121.5031000000,25.1206500000,陽明山公園管理所,公館路423巷11-17號前(區段徵收)
834,北投257號綠地(承德3號),121.5121990000,25.1044200000,園藝工程隊(北區分隊),承德路六段上，北投士林科技園區(綠3，區段徵收)
418,北投39號綠地,121.4627770000,25.1219840000,園藝工程隊(北區分隊),聖景路140~150號前
16,北投62號綠地,121.5032150000,25.1293820000,園藝工程隊(北區分隊),磺港路上(清江路177巷口至清江路113巷口)
628,北投63號綠地,121.5033416700,25.1275901790,園藝工程隊(北區分隊),磺港路上(三合橋旁至清江路177巷口)
76,北投64號綠地,121.5032850000,25.1263830000,園藝工程隊(北區分隊),磺港路上(崇仁路一段131巷口至三合橋旁)
238,北投65號綠地,121.5030517600,25.1246891020,園藝工程隊(北區分隊),磺港路上(崇仁路一段155巷口至131巷口)
323,北投66號綠地,121.5029602100,25.1237392430,園藝工程隊(北區分隊),磺港路上(崇仁路一段155巷口兩側)
343,北投69號綠地,121.5120391800,25.1260204320,園藝工程隊(北區分隊),崇仰一路11號旁
545,北投90號綠地,121.5203323400,25.1186199190,園藝工程隊(北區分隊),石牌路二段臺北護理大學圍牆外(榮總對面)
180,北投91號綠地,121.5216369600,25.1190299990,園藝工程隊(北區分隊),石牌路二段上振興街口與天母西路口間(榮總急診入口處對面)
249,北投92號綠地,121.5222778300,25.1192607880,園藝工程隊(北區分隊),石牌路二段與天母西路、天母西路130巷間
484,北投98號綠地,121.5155029300,25.1156597140,園藝工程隊(北區分隊),石牌路二段上(東華街二段起至裕民三路口)
638,永和綠地,121.5279312100,25.1279106140,園藝工程隊(北區分隊),行義路98號附近
186,永欣綠地,121.5269500000,25.1238400000,陽明山公園管理所,石牌路二段371巷3號
836,安明綠地,121.5021330000,25.1356160000,園藝工程隊(北區分隊),光明路157巷2弄1號(七虎公園旁)
675,奇岩4號綠地,121.5055465700,25.1260395050,園藝工程隊(北區分隊),三合路一段，清江國小旁。
672,忠義公園,121.4779205300,25.1350193020,陽明山公園管理所,台北市北投區中央北路四段32號旁
738,承仙綠地,121.5026321400,25.1196804050,陽明山公園管理所,承德路7段.公館路交會東北側
382,明德公園,121.5209808300,25.1072597500,陽明山公園管理所,東華街一段10號附近
717,林投坑(一)綠地,121.4893722500,25.1367492680,園藝工程隊(北區分隊),中央北路二段257號後(貴子坑溪至北投捷運機場北側)
355,林投坑(二)綠地,121.4890976000,25.1365108490,園藝工程隊(北區分隊),中央北路二段257號後(貴子坑溪至北投捷運機場南側)
826,湖山綠地,121.5438304285,25.1517872961,花卉試驗中心,台北市北投區湖山路一段
625,番仔厝綠地,121.4959030200,25.1341304780,園藝工程隊(北區分隊),大業路525巷及517巷之間
160,磅空頂綠地,121.4650726300,25.1229801180,園藝工程隊(北區分隊),大度路三段301巷28弄底，馬偕護校東側(原北投第二號公墓)
637,櫻花崗公園,121.5261600000,25.1234900000,陽明山公園管理所,石牌路二段與天母北路交叉口
604,北投3號廣場,121.4978408800,25.1319599150,園藝工程隊(北區分隊),北投路二段，捷運北投站前廣場(捷運局82年代辦重建)
633,41號公園,121.5644000000,25.1070900000,園藝管理所,中社路雙溪國小對面
245,士林官邸公園,121.5301513700,25.0949001310,園藝管理所,中山北路5段378巷以北/福林路.中山北路交叉口右側(士林官邸)
586,天母公園,121.5305180000,25.1259089000,陽明山公園管理所,臺北市士林區中山北路7段141巷旁
784,天和一號公園,121.5347100000,25.1184400000,園藝管理所,天母東路69巷口
439,天和公園,121.5339889500,25.1198196410,陽明山公園管理所,臺北市士林區天母東路69巷前
103,天壽公園,121.5256861000,25.1140282000,園藝管理所,中山北路六段405巷右側
787,天壽綠地,121.5256861000,25.1140282000,園藝工程隊(北區分隊),中山北路六段405巷右側
877,天壽綠地,121.5256861000,25.1140282000,園藝工程隊(北區分隊),中山北路六段405巷右側.
367,天福2號公園,121.5316085800,25.1170902250,陽明山公園管理所,天母東路8巷25-1號對面
452,外雙溪公園,121.5523910500,25.1012706760,園藝管理所,至善路2段284巷19號
609,仰德一號公園,121.5377807600,25.1000709530,園藝管理所,仰德大道1段2-1號
347,仰德二號公園,121.5382766700,25.0999908450,園藝管理所,仰德大道1段2-2號
294,名山公園,121.5323715200,25.1015491490,陽明山公園管理所,至誠路一段215號旁(雨農橋附近)
191,至善公園,121.5382919300,25.0981903080,園藝管理所,臺北市士林區福林路、至善路口東北側
626,至誠公園,121.5366821300,25.1010894780,園藝管理所,至誠路1段24號對面
440,至德園公園,121.5464019800,25.0984001160,園藝管理所,至善路2段113巷
177,住六(公一)公園,121.5594925005,25.1369139631,花卉試驗中心,臺北市陽明山住六(公一)重劃區  臺北市士林區富館街附近
562,住六(公二)公園,121.5576499443,25.1376053522,花卉試驗中心,陽明山6-6重劃區(臺北市士林區草東街附近)
700,克強公園,121.5219670000,25.1079859640,陽明山公園管理所,臺北市士林區磺溪街55巷
79,志成公園,121.5308600000,25.0966900000,園藝管理所,臺北市士林區中正路與志成街交叉口
39,忠誠公園,121.5257415800,25.1034202580,陽明山公園管理所,臺北市士林區中山北路六段與忠誠路一段交叉口
715,承德公園,121.5219802900,25.0896606450,園藝管理所,大南路138號對面
762,明勝公園,121.5191870000,25.0799680000,園藝管理所,承德路4段6巷56號旁
621,東和公園,121.5336861000,25.1226002000,陽明山公園管理所,臺北市士林區中山北路7段114巷旁
416,社子公園,121.5060272200,25.0903701780,陽明山公園管理所,臺北市士林區永平街20巷11弄3號對面
872,社子島福安里堤防綠地,121.4964373417,25.0981415700,園藝工程隊(北區分隊),延平北路7段106巷52弄口蹄側(士林社子島福安里堤防綠地)
962,社正公園,121.5104217500,25.0874996190,園藝管理所,中正路與重慶北路四段交叉處
682,芝山公園,121.5317764300,25.1023693080,陽明山公園管理所,至誠路一段、雨聲街交叉口
596,花卉試驗中心,121.5444106431,25.1350154328,花卉試驗中心,臺北市士林區仰德大道4段175巷32號
685,前港公園,121.5201556000,25.0860629000,陽明山公園管理所,臺北市士林區前港街與華齡街交叉口
455,美崙公園,121.5172195400,25.0973796840,陽明山公園管理所,臺北市士林區美崙街152巷
200,原住民文化主題公園,121.5507507300,25.1015701290,園藝管理所,臺北市士林區至善路2段221號旁
526,海光公園,121.5078811600,25.0818500520,陽明山公園管理所,臺北市士林區環河北路三段與葫蘆街交口
761,基河公園,121.5240173300,25.0800399780,園藝管理所,基河路14號對面
870,基隆河沖洗溝加蓋綠地,121.5231628400,25.0840492250,園藝工程隊(北區分隊),"承德路,後港街間(基隆河沖洗溝加蓋綠地)."
333,華聲公園,121.5224914600,25.0959796910,園藝管理所,華聲街20號對面
316,華齡公園,121.5231628400,25.0840492250,園藝工程隊(北區分隊),承德路，後港街間
496,新佳公園,121.5194931000,25.0986309050,園藝管理所,文昌路179巷12號對面
783,福中公園,121.5188369800,25.0879192350,園藝管理所,福港街107巷百齡國小附近
290,福志公園,121.5340576200,25.0990505220,園藝管理所,臺北市士林區忠勇街40巷20弄底
221,福林公園,121.5294723500,25.0958004000,園藝管理所,中山北路與福林路交叉口
184,福華公園,121.5189218000,25.0821799000,陽明山公園管理所,通河街325巷北側
737,福順公園,121.5111312900,25.0823497770,園藝管理所,延平北路5段136巷內
741,翠山公園,121.5699500000,25.1084500000,園藝管理所,中央社區翠山街與中社路二段口
503,德仁公園,121.5214614900,25.1026592250,園藝管理所,文林路714巷內
426,德行公園,121.5236511200,25.1051101680,園藝管理所,德行西路30號仰德活動中心旁
865,線形公園-前街,121.5248310000,25.0972140000,園藝管理所,中正路236巷與前街交叉口(淡水捷運高架下方)
864,線形公園-後街,121.5248310000,25.0972140000,園藝管理所,文林路594巷與後街交叉口(淡水捷運高架下方)
363,衛理兒童遊戲場,121.5533065800,25.1023292540,園藝管理所,至善路二段332巷旁
419,磺溪公園,121.5206298800,25.1048793790,園藝管理所,德行西路93巷底
469,雙溪公園,121.5359191900,25.0980396270,園藝管理所,福林路至善路口東南側
734,蘭雅1號公園,121.5291121000,25.1099324000,陽明山公園管理所,臺北市士林區忠誠路2段24號旁
840,蘭雅公園,121.5299190000,25.1097440000,陽明山公園管理所,臺北市士林區忠誠路2段32巷旁
903,蘭興公園,121.5251930000,25.1110290000,陽明山公園管理所,臺北市士林區克強路10巷底
165,209號綠地,121.5280685400,25.0925998690,園藝管理所,中山北路五段東側5米綠帶(原203號公園區段徵收)
722,士林116號綠地,121.5136032100,25.0964603420,園藝工程隊(北區分隊),承德路五段
385,士林117號綠地,121.5139007600,25.0970306400,園藝工程隊(北區分隊),承德路五段
771,士林118號綠地,121.5194625900,25.0931797030,園藝工程隊(北區分隊),基隆河廢河道，中正路北側
258,士林120號綠地,121.5204467800,25.0930595400,園藝工程隊(北區分隊),基隆河廢河道，中正路南側
453,士林121號綠地,121.5158081100,25.0922698970,園藝工程隊(北區分隊),承德路五段
627,士林128號綠地,121.5223465000,25.0846691130,園藝工程隊(北區分隊),前港街10號前
274,士林130號綠地,121.5025863600,25.0895996090,園藝工程隊(北區分隊),延平北路六段271-1號
70,士林131號綠地,121.5055923500,25.0907897950,陽明山公園管理所,"永平街46巷1弄,3弄間"
32,士林132號綠地,121.5068206800,25.0906600950,陽明山公園管理所,延平北路六段110巷
219,士林136號綠地,121.5109100300,25.0869102480,園藝工程隊(北區分隊),百齡橋西側引道三角綠地
555,士林139號綠地,121.5094070400,25.0848693850,園藝工程隊(北區分隊),延平北路五段257巷41號前
780,士林151號綠地,121.5484390300,25.0957603450,園藝工程隊(北區分隊),自強隧道綠地
63,士林156號綠地,121.5548270000,25.1033920000,園藝工程隊(北區分隊),至善國中邊
757,士林173號綠地 (蘭興1號綠地),121.5261993400,25.1128005980,園藝工程隊(北區分隊),中山北路六段士東路口
712,士林179號綠地,121.5294265700,25.1043300630,園藝工程隊(北區分隊),芝山公園石頭公廟綠地
206,士林197號綠地,121.5589640000,25.1361880000,園藝工程隊(北區分隊),永公路245巷34弄
666,士林198號綠地,121.5539200000,25.1410130000,園藝工程隊(北區分隊),中庸一路205巷底
587,士林199號綠地,121.5584564200,25.1405200960,園藝工程隊(北區分隊),永公路245巷34弄西側
326,士林200號綠地,121.5616684000,25.1369800570,園藝工程隊(北區分隊),永公路245巷34弄東側
15,士林201號綠地,121.5606689500,25.1336402890,園藝工程隊(北區分隊),永公路245巷34弄西側(往閻錫山墓園小路兩旁)
143,士林206綠地(番仔田綠地),121.5480270400,25.0979595180,園藝工程隊(北區分隊),故宮路15巷底
38,士林207綠地(番仔田小綠地),121.5483932500,25.0967597960,園藝工程隊(北區分隊),故宮路41巷底
276,士林208號綠地,121.5337677000,25.0973300930,園藝工程隊(北區分隊),"福林路,泰北中學旁"
639,士林4號綠地,121.5462722800,25.1368808750,花卉試驗中心,凱旋路與格致路交叉口
328,士林68號綠地,121.5364303600,25.0990695950,園藝工程隊(北區分隊),福林路、至善路交叉口綠地
751,士林73號綠地 (天美綠地),121.5259704600,25.1215991970,園藝工程隊(北區分隊),天母西路95巷
273,士林75號綠地,121.5294410000,25.1232030000,園藝工程隊(北區分隊),天玉街圓環
277,士林76號綠地,121.5327760000,25.1247250000,園藝工程隊(北區分隊),天母派出所前圓環 (中山北路6段底)
538,士林79號綠地,121.5267791700,25.1155796050,園藝工程隊(北區分隊),中山北路六段405巷21號前.
151,士林80天壽二號,121.5264205900,25.1132602690,園藝工程隊(北區分隊),中山北路六段左側，士東國小對面
655,士林89號綠地,121.5289306600,25.1057701110,園藝工程隊(北區分隊),德行東路104巷口
60,天福綠地,121.5325470000,25.1167507170,園藝工程隊(北區分隊),天母東路22巷23號對面
236,永倫綠地,121.5005264300,25.0915203090,園藝工程隊(北區分隊),倫等街
303,至臨綠地,121.5556030300,25.1042900090,園藝管理所,外雙溪至善路二段290號
665,東吳綠地,121.5427475000,25.0965805050,園藝工程隊(北區分隊),臨溪路旁
617,添壽一號綠地,121.5269012500,25.1167392730,園藝工程隊(北區分隊),天母西路32巷底
196,聖山綠地,121.5323486300,25.1068305970,園藝工程隊(北區分隊),忠義街，德行東路190巷交叉口
187,福文公園,121.5272293100,25.0906505580,陽明山公園管理所,中山北路五段441號
544,福德綠地,121.5122909500,25.0795097350,園藝工程隊(北區分隊),重慶北路四段1巷，高速公路交流道旁
91,士林3號廣場,121.5246124300,25.1045303340,園藝工程隊(北區分隊),忠誠路中山北路六段交叉口西側
708,士林4號廣場,121.5319900500,25.0960502620,園藝工程隊(北區分隊),福林路與雨農路交叉口
591,天母廣場,121.5300827000,25.1187496190,園藝工程隊(北區分隊),中山北路與天母東.西路交接處
61,天生廣場,121.5312500000,25.1261901860,園藝工程隊(北區分隊),中山北路七段219巷旁
748,一江公園,121.5312576300,25.0532798770,圓山公園管理所,一江街31號對面
168,八二三砲戰紀念公園,121.5267715500,25.0767993930,圓山公園管理所,圓山飯店東側
357,力行三號公園,121.5366897600,25.0854301450,圓山公園管理所,"通北街146巷,力行新村附近"
610,下埤公園,121.5422821000,25.0670108800,圓山公園管理所,民族東路512巷內
57,下塔悠公園,121.5595626800,25.0769290920,圓山公園管理所,樂群一路旁，基隆河截彎取直範圍內(平均地權基金)
146,上塔悠公園,121.5520019500,25.0775108340,圓山公園管理所,樂群一路旁，基隆河截彎取直範圍內(平均地權基金)
785,大佳社區公園,121.5376586900,25.0727500920,圓山公園管理所,濱江街154巷對面（高速公路旁）
163,大直公園,121.5472793600,25.0827102660,圓山公園管理所,北安路621巷30號邊
34,中427公園,121.5559921300,25.0803298950,圓山公園管理所,敬業三路與樂群二路交會口
204,中428公園,121.5534850000,25.0784470000,圓山公園管理所,樂群二路30巷內
223,中429公園,121.5558580000,25.0784690000,圓山公園管理所,樂群二路116巷旁
124,中430公園,121.5620803800,25.0782909390,圓山公園管理所,基湖路120巷30弄1至7號對面
80,中431公園,121.5652084400,25.0774002080,圓山公園管理所,基湖路151巷46弄對面
190,中山21號廣場,121.5562820400,25.0807991030,園藝工程隊(北區分隊),"樂群二路旁,基隆河截彎取直範圍內"
746,中吉公園,121.5318374600,25.0563602450,圓山公園管理所,松江路170巷內
958,中安公園,121.5239868200,25.0564899440,圓山公園管理所,中山北路2段65巷2弄內
687,中安公園 A,121.5239868200,25.0564899440,圓山公園管理所,中山北路2段65巷2弄內
624,中原公園,121.5285873400,25.0558109280,圓山公園管理所,吉林路144巷與中原街交口處
782,仁德公園,121.5290832500,25.0531806950,圓山公園管理所,吉林路108巷吉林國小附近
554,四平公園,121.5345077500,25.0532302860,圓山公園管理所,松江路123巷內
679,正守公園,121.5287450000,25.0480510000,圓山公園管理所,長安東路一段56巷
35,民享公園,121.5211105300,25.0592308040,圓山公園管理所,民生西路45巷9弄內
755,永安公園,121.5452117900,25.0791206360,圓山公園管理所,北安路518巷14弄內
106,永直公園,121.5505294800,25.0814704900,圓山公園管理所,北安路608巷14弄1號
250,永靜公園,121.5217819200,25.0615596770,圓山公園管理所,中山北路二段128巷內
437,伊通公園,121.5347671500,25.0501594540,圓山公園管理所,松江路85巷內
280,吉林公園,121.5289306600,25.0508251190,圓山公園管理所,吉林路14巷內
678,合江公園,121.5394821200,25.0586605070,圓山公園管理所,合江街73巷口
592,朱昌公園,121.5388183600,25.0554599760,圓山公園管理所,合江街58巷口
558,朱厝崙公園,121.5410614000,25.0475502010,圓山公園管理所,龍江路21巷內
568,朱崙公園,121.5416870100,25.0493392940,圓山公園管理所,龍江路45巷內
472,江寧公園,121.5394134500,25.0612297060,圓山公園管理所,龍江路286巷
518,自強公園,121.5486030000,25.0860190000,圓山公園管理所,大直街124巷內
77,明水公園,121.5480575600,25.0788192750,圓山公園管理所,北安路538巷1弄1號前
431,林森公園,121.5258712800,25.0523395540,圓山公園管理所,南京東路一段、林森北路右側
441,松江公園,121.5324630700,25.0503692630,圓山公園管理所,松江路90巷
372,松錦1號公園,121.5324040000,25.0601170000,圓山公園管理所,民生東路二段127巷
447,松錦2號公園,121.5320890000,25.0596080000,圓山公園管理所,民生東路二段115巷25弄
90,直安公園,121.5478515600,25.0811996460,圓山公園管理所,北安路573巷內
53,花博公園美術園區,121.5239563000,25.0706005100,圓山公園管理所,中山北路以東，民族東路以北 (原民族公園)
172,花博公園圓山園區,121.5206222500,25.0715694430,圓山公園管理所,捷運圓山站以東、兒育中心以南、爭豔館以北、中山北路以西
691,花博公園新生園區,121.5305023200,25.0685691830,圓山公園管理所,新生北路三段105號.民族東路松江路間
718,金泰公園,121.5651670000,25.0764950000,圓山公園管理所,樂群一路旁，基隆河截彎取直範圍內(平均地權基金)
669,建興公園,121.5381774900,25.0471496580,圓山公園管理所,八德路二段167巷內
306,培英公園,121.5449829100,25.0822696690,圓山公園管理所,北安路501巷實踐大學前
296,康樂公園,121.5251464800,25.0534095760,圓山公園管理所,南京東路一段、林森北路左側
145,復華公園,121.5396804800,25.0531291960,圓山公園管理所,龍江路114巷內
529,晴光公園,121.5245666500,25.0638999940,圓山公園管理所,"雙城街7,13及10巷口"
393,華山公園,121.5258610000,25.0477450000,圓山公園管理所,市民大道二段上
421,進安公園,121.5374679600,25.0458698270,圓山公園管理所,八德路二段146巷內
56,集英公園,121.5213440000,25.0654020000,圓山公園管理所,中山北路三段36巷14弄
839,圓山自然景觀公園,121.5223300000,25.0750550000,圓山公園管理所,台北市中山區玉門街33號
71,敬業公園,121.5560450000,25.0857280000,圓山公園管理所,北安路821巷4弄
136,新喜公園,121.5321884200,25.0654296880,圓山公園管理所,吉林路393巷內
560,新祿公園,121.5296478300,25.0671596530,圓山公園管理所,新生北路3段87巷內
434,新壽公園,121.5299224900,25.0633106230,圓山公園管理所,吉林路301號對面
379,新興公園,121.5246505700,25.0615196230,圓山公園管理所,中山北路二段137巷內
512,農安公園,121.5352630600,25.0652809140,圓山公園管理所,農安街227巷3弄底
647,榮星花園公園,121.5404968300,25.0626506810,圓山公園管理所,榮星花園舊址，民權東路建國北路
262,聚葉公園,121.5272360000,25.0604960000,圓山公園管理所,新生北路二段與錦州街交口(錦州橋下)
